date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:30:44	343295/343295	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:18:16%20GMT	https://www.w3schools.com/cs/cs_exam.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_exam.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:46	34106/34106	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:21:49%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_mod_private	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycsd88a.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:54	332773/332773	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:17:04%20GMT	https://www.w3schools.com/cs/cs_files.php	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/cs_files.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:55	38173/38173	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:45:54%20GMT	https://www.w3schools.com/cs/trycs_multi.php?filename=demo_mod_public&multi=demo_mod_public_multi	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs_multi2f35.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:56	47571/47571	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/topnav/main.js?v=1.0.32	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/topnav/maine5ea.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:56	59909/59909	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/w3schools_footer.js?update=20230606	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/w3schools_footerc82e.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:57	38289/38289	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:30:51%20GMT	https://www.w3schools.com/cs/trycs_multi.php?filename=demo_mod_private_error&multi=demo_mod_private_error_multi	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs_multi7d33.html	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:30:57	15759/15759	---M-Z	200	added ('OK')	application/javascript	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/w3schools_features.js?update=20240601	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/w3schools_features43b3.js	(from https://www.w3schools.com/cs/cs_access_modifiers.php)
22:31:02	61723/61723	---M-Z	200	added ('OK')	image/png	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/pathfinder/image/lynx-path-left-side.png	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/pathfinder/image/lynx-path-left-side.png	(from https://www.w3schools.com/lib/pathfinder/main.css?v=1.0.3)
22:31:02	15802/15802	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:04	15802/15802	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:05	13764/13764	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:05	64248/64248	---M-Z	200	added ('OK')	image/png	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/pathfinder/image/lynx-path-right-side.png	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/pathfinder/image/lynx-path-right-side.png	(from https://www.w3schools.com/lib/pathfinder/main.css?v=1.0.3)
22:31:06	17580/17580	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:08	57641/57641	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:09	13824/13824	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:09	31868/31868	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:10	13824/13824	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500d41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:12	15364/15364	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:12	12488/12488	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:13	71227/71227	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:16	22208/22208	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/roboto-mono-v13-latin-500.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:18	189192/189192	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/SourceSansPro-Regular.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/SourceSansPro-Regular.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:20	77280/77280	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/SourceSansPro-Regular.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/SourceSansPro-Regular.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:23	116576/116576	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/SourceSansPro-Regular.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/SourceSansPro-Regular.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:24	189192/189192	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/SourceSansPro-Regular.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/SourceSansPro-Regulard41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:25	248132/248132	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/SourceSansPro-Regular.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/SourceSansPro-Regular.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:26	1244496/1244496	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/SourceSansPro-Regular.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/SourceSansPro-Regular.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:27	18697/18697	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700d41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:28	15764/15764	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:29	18697/18697	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:30	40076/40076	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:30	19896/19896	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:36	58483/58483	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-700.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:40	18965/18965	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600d41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:41	15948/15948	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:42	40028/40028	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:43	20096/20096	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:45	58839/58839	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:47	45287/45287	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:48	45287/45287	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:50	39652/39652	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:52	45768/45768	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:53	18965/18965	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/source-sans-pro-v14-latin-600.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:54	83348/83348	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:31:58	23190/23190	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.eot	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:01	285638/285638	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/freckle-face-v9-latin-regular.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:02	19844/19844	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff2	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:03	24340/24340	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:03	48340/48340	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.ttf	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:03	23190/23190	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.eot?	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/montserrat-v18-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:05	32916/32916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/fontawesome.eot?14663396	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/fontawesome8deb.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:06	18652/18652	---M-Z	200	added ('OK')	application/font-woff2	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/fontawesome.woff2?14663396	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/fontawesome8deb.woff2	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:07	32748/32748	---M-Z	200	added ('OK')	application/octet-stream	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/fontawesome.ttf?14663396	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/fontawesome8deb.ttf	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:07	21652/21652	---M-Z	200	added ('OK')	font/x-woff	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/lib/fonts/fontawesome.woff?14663396	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/fontawesome8deb.woff	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:08	69476/69476	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/fontawesome.svg?14663396	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/fontawesome8deb.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:10	36436/36436	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/plus/plans/path1.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/plus/plans/path1.svg	(from https://www.w3schools.com/plus/plans/main.css)
22:32:10	34914/34914	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/plus/plans/path2.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/plus/plans/path2.svg	(from https://www.w3schools.com/plus/plans/main.css)
22:32:10	634/634	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/plus/plans/bg.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/plus/plans/bg.svg	(from https://www.w3schools.com/plus/plans/main.css)
22:32:11	634/634	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/plus/plans/bg2.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/plus/plans/bg2.svg	(from https://www.w3schools.com/plus/plans/main.css)
22:32:13	53727/53727	---M-Z	200	added ('OK')	image/svg+xml	etag:%2204c882289e9da1:0%22	https://www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/lib/fonts/montserrat-v18-latin-regular.svg	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.1)
22:32:14	101728/101728	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2012:16:14%20GMT	https://www.w3schools.com/cs/exercise.php?filename=exercise_syntax1	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/exercisef5ec.html	(from https://www.w3schools.com/cs/index.php)
22:32:15	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:32:16%20GMT	https://www.w3schools.com/cs/React.js	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/React.92.delayed	(from https://www.w3schools.com/cs/index.php)
22:32:21	34061/34061	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:32:22%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_int	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycse374.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:21	34073/34073	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2013:09:44%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_long	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs6072.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:22	34463/34463	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2013:10:50%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_data_types	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs1575.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:23	34120/34120	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2012:39:06%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_scientific	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycsf51e.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:24	34063/34063	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:32:24%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_double	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs53c0.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:24	34191/34191	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2013:00:05%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_bool	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycsf8a1.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:25	34060/34060	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:32:24%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_float	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs0f78.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:25	34058/34058	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:10:48%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_char	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs88ae.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:27	34082/34082	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2016:32:27%20GMT	https://www.w3schools.com/cs/trycs.php?filename=demo_type_string	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/trycs0595.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:27	101810/101810	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2012:14:27%20GMT	https://www.w3schools.com/cs/exercise.php?filename=exercise_data_types1	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/exercisec32b.html	(from https://www.w3schools.com/cs/cs_data_types.php)
22:32:29	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://www.w3schools.com/cs/cs_server.php)
22:32:29	59179/59179	---M-Z	200	added ('OK')	image/jpeg	etag:%2204c882289e9da1:0+gzip%22	https://www.w3schools.com/spaces/workspace.jpg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/spaces/workspace.jpg	(from https://www.w3schools.com/cs/cs_server.php)
22:32:30	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2016:32:32%20GMT	https://www.w3schools.com/cs/check.svg	C:/Users/nizhu/OneDrive/Desktop/w3school/w3school/www.w3schools.com/cs/check.a0.delayed	(from https://www.w3schools.com/cs/cs_server.php)
